,epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
0,1.0,9.567891874999999,1.694173125,2.947645625,0.0061131250000000005,0.026981875000000002,0.215806875,0.053599375000000005,0.017964375,1.459931875,3.3935000000000004,0.009640625,0.000652174,0.000652174,0.000652174
1,2.0,18.58803125,1.43319625,1.930096875,0.0048112499999999996,0.5222218750000001,0.425458125,0.43634249999999997,0.1698525,1.241241875,2.198745625,0.00726,0.00131231,0.00131231,0.00131231
2,3.0,27.89345625,1.430255625,1.7098231249999998,0.0047018749999999995,0.5085143750000001,0.5297268749999999,0.488141875,0.21034562499999998,1.302371875,1.85710875,0.007707500000000001,0.00196585,0.00196585,0.00196585
3,4.0,36.741825000000006,1.4149331250000001,1.6169531249999998,0.004700625,0.5963287500000001,0.6365881250000001,0.637269375,0.30151125,1.2018275,1.45918875,0.006856875,0.0019703,0.0019703,0.0019703
4,5.0,45.804575,1.405239375,1.51308875,0.00465,0.60840125,0.6904224999999999,0.6606425,0.30745124999999995,1.2173525,1.473205625,0.00709375,0.0019604,0.0019604,0.0019604
5,6.0,54.68095625000001,1.3918425,1.479895625,0.00475875,0.617964375,0.68344875,0.672294375,0.32692999999999994,1.17828125,1.3709681249999999,0.00675,0.0019505,0.0019505,0.0019505
6,7.0,63.7364875,1.3860481249999999,1.4215149999999999,0.0046481249999999995,0.6564175000000001,0.7154981250000001,0.7163362499999999,0.344424375,1.196505,1.2390587499999999,0.006864375,0.0019406,0.0019406,0.0019406
7,8.0,72.85130000000001,1.381475625,1.37672375,0.004670624999999999,0.664836875,0.70139375,0.7140962499999999,0.31922625,1.27279125,1.26254125,0.0073574999999999995,0.0019307,0.0019307,0.0019307
8,9.0,81.96237500000001,1.358136875,1.321860625,0.0046,0.64614125,0.689369375,0.6870693750000001,0.262535625,1.4524193749999998,1.287510625,0.008477499999999999,0.0019208,0.0019208,0.0019208
9,10.0,90.93281875,1.36295875,1.2752531249999999,0.004598125,0.678805625,0.7261081250000001,0.7400793750000001,0.36577312500000003,1.209464375,1.1830875,0.0069675,0.0019109,0.0019109,0.0019109
10,11.0,99.9636375,1.3593375,1.25647625,0.004548125,0.654789375,0.722995625,0.71722,0.33626999999999996,1.2435125,1.199731875,0.006983125,0.001901,0.001901,0.001901
11,12.0,108.9849375,1.3386725,1.20290125,0.004440625,0.68915125,0.74481375,0.7521125,0.362355625,1.2331775,1.131335,0.007090625,0.0018911,0.0018911,0.0018911
12,13.0,117.88793749999999,1.34304625,1.215655625,0.00464875,0.679636875,0.734244375,0.7421212500000001,0.365255625,1.2077849999999999,1.169886875,0.006831874999999999,0.0018812,0.0018812,0.0018812
13,14.0,126.80193750000001,1.341524375,1.155699375,0.0044925,0.6784699999999999,0.765701875,0.753988125,0.373535625,1.21437625,1.1498787499999998,0.00693,0.0018713,0.0018713,0.0018713
14,15.0,135.9326875,1.348978125,1.1741875,0.004516249999999999,0.6960725000000001,0.75106125,0.763753125,0.37712249999999997,1.195900625,1.096468125,0.00679125,0.0018614,0.0018614,0.0018614
15,16.0,144.986375,1.3233475000000001,1.14069375,0.0044825,0.697345,0.75414,0.7741225,0.40074,1.174718125,1.0621425,0.006643125,0.0018515,0.0018515,0.0018515
16,17.0,154.0555,1.32853375,1.132143125,0.004440625,0.692890625,0.746163125,0.75912,0.370349375,1.22380875,1.0962831249999998,0.00697125,0.0018416,0.0018416,0.0018416
17,18.0,163.0886875,1.337825625,1.126840625,0.004605625,0.6923081249999999,0.754993125,0.76863875,0.373334375,1.240654375,1.07469125,0.007235625,0.0018317,0.0018317,0.0018317
18,19.0,172.20306250000002,1.3289425,1.1203875,0.004469374999999999,0.69651,0.750345,0.772928125,0.38044625,1.2283187500000001,1.105379375,0.0069387500000000005,0.0018218,0.0018218,0.0018218
19,20.0,181.191375,1.3297575,1.125450625,0.004413125,0.7068993750000001,0.7557287500000001,0.778293125,0.37276624999999997,1.2627225,1.075326875,0.00729375,0.0018119,0.0018119,0.0018119
