epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
31,1417.18,1.0713,1.00998,1.39463,0.74698,0.7588,0.80528,0.43906,1.21139,1.11475,1.70898,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,1461.63,1.06704,1.00618,1.38808,0.74156,0.74865,0.79636,0.4302,1.19941,1.18773,1.68816,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,1506.7,1.06493,1.00137,1.3804,0.7688,0.74458,0.80518,0.44118,1.19349,1.14843,1.68515,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,1551.35,1.0587,0.99263,1.37583,0.7657,0.73591,0.80195,0.44103,1.18348,1.12996,1.66074,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,1596.74,1.05592,0.9878,1.37424,0.73468,0.75801,0.79164,0.42101,1.20349,1.14481,1.67645,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
36,1640.91,1.05775,0.98566,1.37735,0.76639,0.73216,0.80168,0.43634,1.18897,1.17822,1.68635,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
37,1686.53,1.05167,0.9719,1.37261,0.72723,0.71503,0.74171,0.30554,1.3258,1.21347,1.86163,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
38,1730.51,1.05149,0.9783,1.3723,0.74633,0.73422,0.78839,0.42332,1.18288,1.15965,1.66498,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
39,1775.93,1.04366,0.96853,1.36292,0.74727,0.75595,0.80188,0.43895,1.19541,1.13644,1.6948,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
40,1820.28,1.03767,0.9587,1.35447,0.75104,0.75325,0.80581,0.43462,1.19788,1.13704,1.65411,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
41,1865.7,1.04161,0.96101,1.35787,0.76162,0.75035,0.80571,0.43315,1.21779,1.11185,1.68343,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
42,1910.03,1.03949,0.95314,1.35443,0.76577,0.75119,0.80705,0.43837,1.17067,1.12656,1.6397,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
43,1955.13,1.03359,0.9473,1.3504,0.75607,0.7431,0.7947,0.42301,1.2149,1.13587,1.7002,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
44,1999.67,1.0291,0.94232,1.35055,0.76415,0.74802,0.80456,0.44137,1.18716,1.11953,1.6768,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
45,2044.77,1.02634,0.94488,1.34796,0.74868,0.75944,0.80205,0.43341,1.2083,1.12906,1.69704,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
46,2088.59,1.02611,0.93815,1.35427,0.75845,0.75848,0.80375,0.43727,1.19219,1.11019,1.69499,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
47,2134.23,1.02457,0.93692,1.34219,0.75696,0.75468,0.80358,0.44243,1.18908,1.10779,1.6598,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
48,2178.28,1.02137,0.93201,1.33965,0.75231,0.73787,0.78806,0.4059,1.22653,1.1228,1.72463,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
49,2223.67,1.01954,0.92941,1.33126,0.7485,0.74437,0.79351,0.42486,1.19697,1.13065,1.67886,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
50,2268,1.01875,0.92353,1.33252,0.77141,0.75082,0.80846,0.44539,1.18033,1.09963,1.65324,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
51,2313.14,1.01364,0.91258,1.32616,0.76849,0.74088,0.79968,0.43234,1.20417,1.11979,1.67735,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,2357.66,1.00985,0.91861,1.32365,0.7693,0.74469,0.80401,0.43447,1.20141,1.09488,1.67318,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,2402.57,1.01122,0.91403,1.32228,0.76983,0.75154,0.80324,0.44506,1.19527,1.09728,1.68389,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,2446.99,0.99883,0.90249,1.3127,0.76416,0.75686,0.81124,0.44868,1.17669,1.09012,1.65602,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,2492.35,1.00413,0.90183,1.30819,0.76666,0.74089,0.80349,0.4428,1.18781,1.08845,1.65767,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,2536.47,1.00004,0.90075,1.31045,0.77475,0.74288,0.80338,0.43888,1.20324,1.09522,1.67341,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,2581.94,0.99711,0.90007,1.31771,0.76457,0.75293,0.80294,0.44113,1.1907,1.09439,1.66552,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,2626.31,0.99481,0.89527,1.30882,0.7634,0.74897,0.80082,0.43784,1.20592,1.10273,1.69335,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,2671.31,0.9919,0.89285,1.30615,0.7556,0.75515,0.80255,0.43386,1.2061,1.08169,1.67792,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,2716.33,0.9903,0.88703,1.30407,0.76213,0.73975,0.79784,0.43317,1.21771,1.08849,1.69939,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,2761.35,0.99126,0.88792,1.30848,0.76944,0.7372,0.80258,0.43597,1.19617,1.08635,1.66157,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,2806,0.98983,0.87729,1.30178,0.75996,0.74406,0.79914,0.43352,1.20527,1.07753,1.68981,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
