,epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
80,81.0,8207.321875,0.983909375,0.8579725,0.008851875,0.850660625,0.823881875,0.8747725,0.501435625,0.9980543749999999,0.7639912499999999,0.01478875,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
81,82.0,8306.315625,0.981110625,0.85121,0.008925,0.8546125,0.8181849999999999,0.875704375,0.50273875,0.9978281250000001,0.7586468749999999,0.0148175,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
82,83.0,8405.591874999998,0.979915625,0.85233,0.008776875,0.8531975,0.82069875,0.8745425,0.5021800000000001,0.9955968749999999,0.754419375,0.014755,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
83,84.0,8504.37875,0.9775931250000001,0.84986375,0.008881875000000001,0.85491875,0.82191875,0.8763331249999999,0.504779375,0.992299375,0.749071875,0.014711875,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
84,85.0,8603.302500000002,0.973641875,0.8430599999999999,0.00875875,0.856605625,0.821770625,0.8764525,0.5059075,0.991273125,0.7450187500000001,0.014703125000000001,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
85,86.0,8702.038125,0.970990625,0.842336875,0.008768125,0.8596587499999999,0.819820625,0.877306875,0.50611875,0.988558125,0.74643375,0.01463625,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
86,87.0,8801.090625,0.971069375,0.833368125,0.008696249999999999,0.855673125,0.82525125,0.879380625,0.5080125,0.9857668749999999,0.745036875,0.0145875,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
87,88.0,8900.026249999999,0.968051875,0.8342112500000001,0.00866625,0.855274375,0.8256606249999999,0.8784924999999999,0.508515,0.9856025,0.740494375,0.01456,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
88,89.0,8998.921875,0.96387375,0.831238125,0.008673750000000001,0.854454375,0.8264825,0.8787475,0.5093531250000001,0.98337875,0.74301,0.014520625,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
89,90.0,9098.066875,0.9631587500000001,0.83075,0.008673125,0.8608512500000001,0.821660625,0.87869625,0.510165625,0.98299125,0.735725,0.014518125,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
90,91.0,9196.859375,0.95956,0.8222343750000001,0.008533124999999999,0.86040625,0.822024375,0.8779187500000001,0.510086875,0.9819225,0.7340599999999999,0.01449375,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
91,92.0,9296.108124999999,0.9603174999999999,0.83171375,0.00871125,0.8604112500000001,0.82339875,0.879049375,0.511006875,0.9794581250000001,0.733980625,0.01444875,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
92,93.0,9395.061875,0.95917625,0.8244149999999999,0.008593125,0.86185625,0.8246775,0.8794768749999999,0.511708125,0.976755625,0.7342081250000001,0.014394375000000001,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
93,94.0,9493.825625000001,0.954996875,0.82168625,0.0085725,0.865066875,0.822619375,0.88014,0.5130368750000001,0.973775625,0.733983125,0.014325000000000001,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
94,95.0,9592.856875,0.9534612499999999,0.81708625,0.008464375,0.863130625,0.82565625,0.880625,0.5136775,0.9720737500000001,0.7324781250000001,0.014284999999999999,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
